,excluded_column,imbalanced_approach,imbalanced_input,scaler,learning_rate_init,alpha,batch_size,hidden_layer_sizes,activation,solver,prediction_threshold,duration,f1_score
1579,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(16, 8)",relu,sgd,0.89,2.0,57.0
1580,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(16, 8)",relu,lbfgs,0.89,4.0,69.0
1581,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(16, 8)",tanh,adam,0.89,1.0,59.0
1582,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(16, 8)",tanh,sgd,0.89,2.0,50.0
1583,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(16, 8)",tanh,lbfgs,0.78,5.0,64.0
1584,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(128, 64, 32)",relu,adam,0.89,7.0,69.0
1585,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(128, 64, 32)",relu,sgd,0.7000000000000001,31.0,66.0
1586,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(128, 64, 32)",relu,lbfgs,0.11,88.0,64.0
1587,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(128, 64, 32)",tanh,adam,0.78,10.0,65.0
1588,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(128, 64, 32)",tanh,sgd,0.59,31.0,56.0
1589,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(128, 64, 32)",tanh,lbfgs,0.09999999999999999,35.0,61.0
1590,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(128, 64, 32)",relu,adam,0.8300000000000001,3.0,58.0
1591,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(128, 64, 32)",relu,sgd,0.81,13.0,61.0
1592,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(128, 64, 32)",relu,lbfgs,0.11,89.0,64.0
1593,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(128, 64, 32)",tanh,adam,0.8200000000000001,7.0,64.0
1594,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(128, 64, 32)",tanh,sgd,0.89,20.0,61.0
1595,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(128, 64, 32)",tanh,lbfgs,0.09999999999999999,34.0,61.0
1596,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(128, 64, 32)",relu,adam,0.8300000000000001,2.0,61.0
1597,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(128, 64, 32)",relu,sgd,0.88,12.0,61.0
1598,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(128, 64, 32)",relu,lbfgs,0.11,89.0,64.0
1599,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(128, 64, 32)",tanh,adam,0.87,4.0,64.0
1600,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(128, 64, 32)",tanh,sgd,0.89,24.0,61.0
1601,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(128, 64, 32)",tanh,lbfgs,0.09999999999999999,34.0,61.0
1602,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(128, 64, 32)",relu,adam,0.8,9.0,67.0
1603,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(128, 64, 32)",relu,sgd,0.8200000000000001,32.0,69.0
1604,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(128, 64, 32)",relu,lbfgs,0.11,88.0,64.0
1605,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(128, 64, 32)",tanh,adam,0.68,15.0,55.0
1606,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(128, 64, 32)",tanh,sgd,0.8400000000000001,36.0,56.0
1607,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(128, 64, 32)",tanh,lbfgs,0.09999999999999999,34.0,61.0
1608,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(128, 64, 32)",relu,adam,0.8400000000000001,4.0,66.0
1609,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(128, 64, 32)",relu,sgd,0.77,14.0,59.0
1610,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(128, 64, 32)",relu,lbfgs,0.11,88.0,64.0
1611,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(128, 64, 32)",tanh,adam,0.89,10.0,53.0
1612,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(128, 64, 32)",tanh,sgd,0.85,20.0,65.0
1613,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(128, 64, 32)",tanh,lbfgs,0.09999999999999999,34.0,61.0
1614,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(128, 64, 32)",relu,adam,0.87,2.0,57.0
1615,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(128, 64, 32)",relu,sgd,0.89,7.0,61.0
1616,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(128, 64, 32)",relu,lbfgs,0.11,86.0,64.0
1617,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(128, 64, 32)",tanh,adam,0.88,3.0,56.0
1618,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(128, 64, 32)",tanh,sgd,0.87,12.0,59.0
1619,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(128, 64, 32)",tanh,lbfgs,0.09999999999999999,34.0,61.0
1620,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(128, 64, 32)",relu,adam,0.88,7.0,63.0
1621,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(128, 64, 32)",relu,sgd,0.66,32.0,62.0
1622,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(128, 64, 32)",relu,lbfgs,0.19,79.0,64.0
1623,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(128, 64, 32)",tanh,adam,0.77,8.0,52.0
1624,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(128, 64, 32)",tanh,sgd,0.79,33.0,58.0
1625,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(128, 64, 32)",tanh,lbfgs,0.32,33.0,62.0
1626,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(128, 64, 32)",relu,adam,0.89,4.0,65.0
1627,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(128, 64, 32)",relu,sgd,0.86,15.0,61.0
1628,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(128, 64, 32)",relu,lbfgs,0.19,80.0,64.0
1629,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(128, 64, 32)",tanh,adam,0.8300000000000001,7.0,64.0
1630,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(128, 64, 32)",tanh,sgd,0.89,20.0,60.0
1631,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(128, 64, 32)",tanh,lbfgs,0.32,33.0,62.0
1632,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(128, 64, 32)",relu,adam,0.85,2.0,60.0
1633,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(128, 64, 32)",relu,sgd,0.87,11.0,61.0
1634,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(128, 64, 32)",relu,lbfgs,0.19,79.0,64.0
1635,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(128, 64, 32)",tanh,adam,0.87,4.0,64.0
1636,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(128, 64, 32)",tanh,sgd,0.89,24.0,60.0
1637,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(128, 64, 32)",tanh,lbfgs,0.32,32.0,62.0
1638,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(128, 64, 32)",relu,adam,0.68,26.0,73.0
1639,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(128, 64, 32)",relu,sgd,0.73,35.0,62.0
1640,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(128, 64, 32)",relu,lbfgs,0.19,80.0,64.0
1641,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(128, 64, 32)",tanh,adam,0.89,8.0,38.0
1642,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(128, 64, 32)",tanh,sgd,0.89,38.0,70.0
1643,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(128, 64, 32)",tanh,lbfgs,0.32,32.0,62.0
1644,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(128, 64, 32)",relu,adam,0.87,7.0,66.0
1645,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(128, 64, 32)",relu,sgd,0.85,14.0,63.0
1646,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(128, 64, 32)",relu,lbfgs,0.19,80.0,64.0
1647,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(128, 64, 32)",tanh,adam,0.89,6.0,50.0
1648,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(128, 64, 32)",tanh,sgd,0.88,21.0,67.0
1649,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(128, 64, 32)",tanh,lbfgs,0.32,32.0,62.0
1650,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(128, 64, 32)",relu,adam,0.89,4.0,57.0
1651,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(128, 64, 32)",relu,sgd,0.89,7.0,63.0
1652,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(128, 64, 32)",relu,lbfgs,0.19,80.0,64.0
1653,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(128, 64, 32)",tanh,adam,0.89,5.0,56.0
1654,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(128, 64, 32)",tanh,sgd,0.87,13.0,59.0
1655,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(128, 64, 32)",tanh,lbfgs,0.32,33.0,62.0
1656,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,adam,0.89,23.0,66.0
1657,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,sgd,0.89,65.0,52.0
1658,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,lbfgs,0.03,78.0,65.0
1659,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,adam,0.89,27.0,56.0
1660,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,sgd,0.89,82.0,65.0
1661,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,lbfgs,0.09999999999999999,42.0,66.0
1662,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,adam,0.89,7.0,56.0
1663,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,sgd,0.89,23.0,59.0
1664,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,lbfgs,0.03,78.0,65.0
1665,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,adam,0.89,9.0,62.0
1666,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,sgd,0.89,36.0,57.0
1667,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,lbfgs,0.09999999999999999,42.0,66.0
1668,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,adam,0.89,4.0,51.0
1669,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,sgd,0.89,16.0,59.0
1670,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,lbfgs,0.03,78.0,65.0
1671,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,adam,0.89,10.0,62.0
1672,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,sgd,0.89,22.0,38.0
1673,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,lbfgs,0.09999999999999999,42.0,66.0
1674,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,adam,0.89,24.0,51.0
1675,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,sgd,0.89,67.0,58.0
1676,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,lbfgs,0.03,77.0,65.0
1677,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,adam,0.88,49.0,52.0
1678,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,sgd,0.8300000000000001,83.0,63.0
1679,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,lbfgs,0.09999999999999999,43.0,66.0
1680,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,adam,0.89,10.0,51.0
1681,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,sgd,0.89,31.0,55.0
1682,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,lbfgs,0.03,78.0,65.0
1683,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,adam,0.88,16.0,46.0
1684,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,sgd,0.89,36.0,62.0
1685,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,lbfgs,0.09999999999999999,42.0,66.0
1686,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,adam,0.89,3.0,63.0
1687,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,sgd,0.89,13.0,58.0
1688,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,lbfgs,0.03,78.0,65.0
1689,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,adam,0.89,8.0,45.0
1690,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,sgd,0.89,28.0,54.0
1691,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,lbfgs,0.09999999999999999,42.0,66.0
1692,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,adam,0.89,22.0,66.0
1693,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,sgd,0.8400000000000001,58.0,61.0
1694,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,lbfgs,0.06999999999999999,90.0,63.0
1695,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,adam,0.8200000000000001,36.0,60.0
1696,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,sgd,0.89,106.0,63.0
1697,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,lbfgs,0.16,49.0,69.0
1698,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,adam,0.89,8.0,63.0
1699,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,sgd,0.89,28.0,60.0
1700,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,lbfgs,0.06999999999999999,96.0,63.0
1701,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,adam,0.89,13.0,62.0
1702,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,sgd,0.89,43.0,57.0
1703,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,lbfgs,0.16,46.0,69.0
1704,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,adam,0.89,4.0,51.0
1705,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,sgd,0.89,20.0,59.0
1706,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,lbfgs,0.06999999999999999,101.0,63.0
1707,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,adam,0.89,18.0,62.0
1708,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,sgd,0.89,46.0,38.0
1709,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,lbfgs,0.16,51.0,69.0
1710,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,adam,0.89,121.0,59.0
1711,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,sgd,0.87,181.0,71.0
1712,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,lbfgs,0.06999999999999999,106.0,63.0
1713,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,adam,0.72,31.0,41.0
1714,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,sgd,0.89,145.0,51.0
1715,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,lbfgs,0.16,49.0,69.0
1716,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,adam,0.89,15.0,54.0
1717,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,sgd,0.89,46.0,51.0
1718,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,lbfgs,0.06999999999999999,101.0,63.0
1719,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,adam,0.87,41.0,46.0
1720,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,sgd,0.89,66.0,62.0
1721,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,lbfgs,0.16,49.0,69.0
1722,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,adam,0.89,6.0,61.0
1723,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,sgd,0.89,26.0,60.0
1724,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,lbfgs,0.06999999999999999,115.0,63.0
1725,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,adam,0.89,26.0,49.0
1726,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,sgd,0.89,82.0,54.0
1727,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,lbfgs,0.16,60.0,69.0
