,excluded_column,imbalanced_approach,imbalanced_input,scaler,learning_rate_init,alpha,batch_size,hidden_layer_sizes,activation,solver,prediction_threshold,duration,f1_score
467,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,256,"(16, 8)",tanh,lbfgs,0.89,14.0,56.0
468,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(16, 8)",relu,adam,0.87,15.0,65.0
469,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(16, 8)",relu,sgd,0.85,29.0,66.0
470,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(16, 8)",relu,lbfgs,0.87,6.0,63.0
471,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(16, 8)",tanh,adam,0.88,20.0,63.0
472,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(16, 8)",tanh,sgd,0.88,34.0,66.0
473,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(16, 8)",tanh,lbfgs,0.89,14.0,56.0
474,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(16, 8)",relu,adam,0.89,5.0,70.0
475,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(16, 8)",relu,sgd,0.89,11.0,65.0
476,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(16, 8)",relu,lbfgs,0.87,7.0,63.0
477,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(16, 8)",tanh,adam,0.86,4.0,59.0
478,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(16, 8)",tanh,sgd,0.88,14.0,64.0
479,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(16, 8)",tanh,lbfgs,0.89,14.0,56.0
480,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(16, 8)",relu,adam,0.8400000000000001,3.0,63.0
481,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(16, 8)",relu,sgd,0.89,4.0,52.0
482,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(16, 8)",relu,lbfgs,0.87,7.0,63.0
483,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(16, 8)",tanh,adam,0.89,2.0,60.0
484,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(16, 8)",tanh,sgd,0.87,8.0,57.0
485,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(16, 8)",tanh,lbfgs,0.89,14.0,56.0
486,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(16, 8)",relu,adam,0.88,8.0,67.0
487,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(16, 8)",relu,sgd,0.89,36.0,70.0
488,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(16, 8)",relu,lbfgs,0.87,7.0,63.0
489,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(16, 8)",tanh,adam,0.88,10.0,69.0
490,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(16, 8)",tanh,sgd,0.8300000000000001,33.0,66.0
491,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(16, 8)",tanh,lbfgs,0.89,14.0,56.0
492,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(16, 8)",relu,adam,0.88,5.0,72.0
493,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(16, 8)",relu,sgd,0.89,12.0,69.0
494,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(16, 8)",relu,lbfgs,0.87,7.0,63.0
495,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(16, 8)",tanh,adam,0.89,5.0,69.0
496,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(16, 8)",tanh,sgd,0.88,11.0,60.0
497,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(16, 8)",tanh,lbfgs,0.89,14.0,56.0
498,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(16, 8)",relu,adam,0.88,1.0,67.0
499,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(16, 8)",relu,sgd,0.87,4.0,69.0
500,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(16, 8)",relu,lbfgs,0.87,6.0,63.0
501,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(16, 8)",tanh,adam,0.86,2.0,65.0
502,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(16, 8)",tanh,sgd,0.88,5.0,64.0
503,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(16, 8)",tanh,lbfgs,0.89,14.0,56.0
504,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,16,"(128, 64, 32)",relu,adam,0.89,24.0,65.0
505,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,16,"(128, 64, 32)",relu,sgd,0.79,70.0,65.0
506,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,16,"(128, 64, 32)",relu,lbfgs,0.03,141.0,58.0
507,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,16,"(128, 64, 32)",tanh,adam,0.87,28.0,63.0
508,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,16,"(128, 64, 32)",tanh,sgd,0.86,107.0,61.0
509,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,16,"(128, 64, 32)",tanh,lbfgs,0.85,54.0,61.0
510,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,64,"(128, 64, 32)",relu,adam,0.86,13.0,63.0
511,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,64,"(128, 64, 32)",relu,sgd,0.8,55.0,63.0
512,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,64,"(128, 64, 32)",relu,lbfgs,0.03,142.0,58.0
513,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,64,"(128, 64, 32)",tanh,adam,0.79,22.0,60.0
514,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,64,"(128, 64, 32)",tanh,sgd,0.89,74.0,63.0
515,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,64,"(128, 64, 32)",tanh,lbfgs,0.85,55.0,61.0
516,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,256,"(128, 64, 32)",relu,adam,0.8200000000000001,6.0,60.0
517,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,256,"(128, 64, 32)",relu,sgd,0.89,20.0,68.0
518,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,256,"(128, 64, 32)",relu,lbfgs,0.03,140.0,58.0
519,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,256,"(128, 64, 32)",tanh,adam,0.75,17.0,62.0
520,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,256,"(128, 64, 32)",tanh,sgd,0.8400000000000001,46.0,61.0
521,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,256,"(128, 64, 32)",tanh,lbfgs,0.85,53.0,61.0
522,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,16,"(128, 64, 32)",relu,adam,0.89,21.0,69.0
523,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,16,"(128, 64, 32)",relu,sgd,0.81,74.0,67.0
524,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,16,"(128, 64, 32)",relu,lbfgs,0.03,142.0,58.0
525,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,16,"(128, 64, 32)",tanh,adam,0.89,19.0,61.0
526,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,16,"(128, 64, 32)",tanh,sgd,0.86,71.0,63.0
527,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,16,"(128, 64, 32)",tanh,lbfgs,0.85,55.0,61.0
528,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,64,"(128, 64, 32)",relu,adam,0.89,16.0,67.0
529,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,64,"(128, 64, 32)",relu,sgd,0.6900000000000001,45.0,62.0
530,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,64,"(128, 64, 32)",relu,lbfgs,0.03,142.0,58.0
531,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,64,"(128, 64, 32)",tanh,adam,0.89,15.0,67.0
532,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,64,"(128, 64, 32)",tanh,sgd,0.85,44.0,65.0
533,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,64,"(128, 64, 32)",tanh,lbfgs,0.85,55.0,61.0
534,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,256,"(128, 64, 32)",relu,adam,0.87,5.0,63.0
535,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,256,"(128, 64, 32)",relu,sgd,0.8200000000000001,23.0,58.0
536,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,256,"(128, 64, 32)",relu,lbfgs,0.03,140.0,58.0
537,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,256,"(128, 64, 32)",tanh,adam,0.87,6.0,59.0
538,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,256,"(128, 64, 32)",tanh,sgd,0.8400000000000001,41.0,63.0
539,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,256,"(128, 64, 32)",tanh,lbfgs,0.85,55.0,61.0
540,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(128, 64, 32)",relu,adam,0.89,39.0,68.0
541,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(128, 64, 32)",relu,sgd,0.81,85.0,65.0
542,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(128, 64, 32)",relu,lbfgs,0.8300000000000001,140.0,59.0
543,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(128, 64, 32)",tanh,adam,0.85,25.0,61.0
544,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(128, 64, 32)",tanh,sgd,0.89,108.0,66.0
545,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(128, 64, 32)",tanh,lbfgs,0.7100000000000001,50.0,67.0
546,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(128, 64, 32)",relu,adam,0.86,17.0,60.0
547,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(128, 64, 32)",relu,sgd,0.89,38.0,64.0
548,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(128, 64, 32)",relu,lbfgs,0.8300000000000001,140.0,59.0
549,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(128, 64, 32)",tanh,adam,0.87,15.0,64.0
550,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(128, 64, 32)",tanh,sgd,0.8300000000000001,49.0,62.0
551,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(128, 64, 32)",tanh,lbfgs,0.7100000000000001,52.0,67.0
552,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(128, 64, 32)",relu,adam,0.88,10.0,66.0
553,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(128, 64, 32)",relu,sgd,0.88,22.0,68.0
554,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(128, 64, 32)",relu,lbfgs,0.8300000000000001,140.0,59.0
555,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(128, 64, 32)",tanh,adam,0.8400000000000001,14.0,67.0
556,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(128, 64, 32)",tanh,sgd,0.8400000000000001,47.0,62.0
557,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(128, 64, 32)",tanh,lbfgs,0.7100000000000001,51.0,67.0
558,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(128, 64, 32)",relu,adam,0.89,16.0,66.0
559,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(128, 64, 32)",relu,sgd,0.76,75.0,68.0
560,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(128, 64, 32)",relu,lbfgs,0.8300000000000001,140.0,59.0
561,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(128, 64, 32)",tanh,adam,0.89,22.0,60.0
562,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(128, 64, 32)",tanh,sgd,0.88,70.0,66.0
563,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(128, 64, 32)",tanh,lbfgs,0.7100000000000001,50.0,67.0
564,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(128, 64, 32)",relu,adam,0.89,17.0,65.0
565,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(128, 64, 32)",relu,sgd,0.89,31.0,64.0
566,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(128, 64, 32)",relu,lbfgs,0.8300000000000001,141.0,59.0
567,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(128, 64, 32)",tanh,adam,0.89,18.0,66.0
568,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(128, 64, 32)",tanh,sgd,0.89,40.0,68.0
569,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(128, 64, 32)",tanh,lbfgs,0.7100000000000001,51.0,67.0
570,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(128, 64, 32)",relu,adam,0.89,4.0,62.0
571,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(128, 64, 32)",relu,sgd,0.74,20.0,62.0
572,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(128, 64, 32)",relu,lbfgs,0.8300000000000001,141.0,59.0
573,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(128, 64, 32)",tanh,adam,0.86,8.0,61.0
574,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(128, 64, 32)",tanh,sgd,0.87,45.0,62.0
575,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(128, 64, 32)",tanh,lbfgs,0.7100000000000001,51.0,67.0
576,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,adam,0.8400000000000001,70.0,64.0
577,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,sgd,0.66,170.0,64.0
578,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,lbfgs,0.12,150.0,56.0
579,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,adam,0.89,64.0,56.0
580,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,sgd,0.87,206.0,58.0
581,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,lbfgs,0.74,70.0,62.0
582,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,adam,0.8200000000000001,21.0,60.0
583,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,sgd,0.79,71.0,65.0
584,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,lbfgs,0.12,151.0,56.0
585,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,adam,0.89,41.0,60.0
586,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,sgd,0.88,115.0,61.0
587,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,lbfgs,0.74,70.0,62.0
588,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,adam,0.81,18.0,64.0
589,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,sgd,0.89,53.0,67.0
590,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,lbfgs,0.12,152.0,56.0
591,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,adam,0.89,29.0,61.0
592,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,sgd,0.89,120.0,61.0
593,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,lbfgs,0.74,70.0,62.0
594,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,adam,0.89,79.0,73.0
595,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,sgd,0.74,180.0,63.0
596,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,lbfgs,0.12,149.0,56.0
597,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,adam,0.89,52.0,52.0
598,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,sgd,0.89,188.0,65.0
599,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,lbfgs,0.74,70.0,62.0
600,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,adam,0.75,26.0,67.0
601,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,sgd,0.87,60.0,66.0
602,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,lbfgs,0.12,149.0,56.0
603,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,adam,0.88,24.0,59.0
604,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,sgd,0.8400000000000001,91.0,60.0
605,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,lbfgs,0.74,70.0,62.0
606,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,adam,0.86,14.0,59.0
607,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,sgd,0.89,33.0,66.0
608,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,lbfgs,0.12,151.0,56.0
609,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,adam,0.89,22.0,58.0
610,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,sgd,0.86,84.0,60.0
611,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,lbfgs,0.74,71.0,62.0
612,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,adam,0.8400000000000001,60.0,67.0
613,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,sgd,0.88,172.0,68.0
614,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,lbfgs,0.85,145.0,56.0
615,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,adam,0.8,121.0,66.0
616,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,sgd,0.8300000000000001,254.0,63.0
617,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,lbfgs,0.53,71.0,59.0
618,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,adam,0.85,17.0,61.0
619,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,sgd,0.73,75.0,65.0
620,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,lbfgs,0.85,147.0,56.0
621,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,adam,0.87,26.0,63.0
622,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,sgd,0.8,163.0,62.0
623,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,lbfgs,0.53,72.0,59.0
624,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,adam,0.89,23.0,66.0
625,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,sgd,0.8200000000000001,50.0,63.0
626,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,lbfgs,0.85,144.0,56.0
627,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,adam,0.72,25.0,64.0
628,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,sgd,0.89,63.0,64.0
629,wear_torque_air_temp,resampling,SMOTETomek,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,lbfgs,0.53,72.0,59.0
630,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,adam,0.89,54.0,72.0
631,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,sgd,0.87,192.0,72.0
632,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,lbfgs,0.85,146.0,56.0
633,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,adam,0.89,64.0,57.0
634,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,sgd,0.8300000000000001,206.0,67.0
635,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,lbfgs,0.53,72.0,59.0
636,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,adam,0.89,29.0,66.0
637,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,sgd,0.88,70.0,69.0
638,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,lbfgs,0.85,146.0,56.0
639,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,adam,0.87,22.0,70.0
640,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,sgd,0.89,99.0,60.0
641,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,lbfgs,0.53,72.0,59.0
642,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,adam,0.89,9.0,63.0
643,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,sgd,0.61,30.0,64.0
644,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,lbfgs,0.85,145.0,56.0
645,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,adam,0.89,19.0,59.0
646,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,sgd,0.89,89.0,60.0
647,wear_torque_air_temp,resampling,SMOTETomek,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,lbfgs,0.53,72.0,59.0
648,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(16, 8)",relu,adam,0.89,30.0,62.0
649,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(16, 8)",relu,sgd,0.89,38.0,63.0
650,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(16, 8)",relu,lbfgs,0.89,6.0,65.0
651,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(16, 8)",tanh,adam,0.86,18.0,61.0
652,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(16, 8)",tanh,sgd,0.87,33.0,59.0
653,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,16,"(16, 8)",tanh,lbfgs,0.89,14.0,57.0
654,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(16, 8)",relu,adam,0.89,7.0,67.0
655,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(16, 8)",relu,sgd,0.89,15.0,66.0
656,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(16, 8)",relu,lbfgs,0.89,6.0,65.0
657,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(16, 8)",tanh,adam,0.88,6.0,56.0
658,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(16, 8)",tanh,sgd,0.88,16.0,61.0
659,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,64,"(16, 8)",tanh,lbfgs,0.89,14.0,57.0
660,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(16, 8)",relu,adam,0.89,4.0,63.0
661,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(16, 8)",relu,sgd,0.89,5.0,56.0
662,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(16, 8)",relu,lbfgs,0.89,6.0,65.0
663,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(16, 8)",tanh,adam,0.85,5.0,56.0
664,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(16, 8)",tanh,sgd,0.86,8.0,54.0
665,wear_torque_air_temp,resampling,ADASYN,power,0.001,0.001,256,"(16, 8)",tanh,lbfgs,0.89,14.0,57.0
666,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(16, 8)",relu,adam,0.87,18.0,67.0
667,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(16, 8)",relu,sgd,0.89,40.0,65.0
668,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(16, 8)",relu,lbfgs,0.89,6.0,65.0
669,wear_torque_air_temp,resampling,ADASYN,power,0.01,0.001,16,"(16, 8)",tanh,adam,0.88,16.0,60.0
